cleaned_Addresses,lat,lng
57156 Cr 13 S Elkhart IN 46516-9719,41.6646399337,-85.9165257737
700 E Jackson St Columbia City IN 46725-1999,41.1581630821,-85.4789611044
59197 Cr 13 S Elkhart IN 46517,58.652348941,15.008292375
59117 Minuteman Way Elkhart IN 46517-3498,41.6373093335,-85.9283442864
514 Railroad St Covington IN 47932-1095,40.1447536573,-87.395940058
59397 Cr 11 S Elkhart IN 46517-3585,None,None
1017 6th St Covington IN 47932-1096,40.1434202864,-87.3953759393
1130 S Sr 66 Marengo IN 47140-0387,38.319482393,-86.3540951061
23525 Cr 45 Elkhart IN 46516-6167,41.6352477591,-85.9169570769
1110 7th St Covington IN 47932-0194,None,None
5600 W Patoka School Rd Eckerty IN 47116,38.3318766786,-86.5803613331
346 E Sr 62 Leavenworth IN 47137-0098,38.1983566322,-86.3379582918
230 W Mishawaka Rd Elkhart IN 46517-2234,41.652328401,-85.9686262968
518 Speed Rd Milltown IN 47145-0187,38.3432033358,-86.2834509411
12900 Fairbanks Cedar Lake IN 46303-9445,41.3831297392,-87.4167774694
608 E 5th St English IN 47118-0339,38.3360363623,-86.4568503517
1010 Lane Ave Crawfordsville IN 47933-1250,40.043777643,-86.9149114698
177 S 2nd St Marengo IN 47140-0338,38.3721167302,-86.3409408925
1450 S Main St Crown Point IN 46307-8444,41.3920891965,-87.3644135359
705 Wallace Ave Crawfordsville IN 47933-3498,40.0348706343,-86.8953060271
One Athenian Dr Crawfordsville IN 47933-2830,40.0212746512,-86.9104704655
1500 S Main St Crown Point IN 46307-3894,41.3911695911,-87.36445433
1301 Elm St Crawfordsville IN 47933-3521,40.0281804706,-86.8967967451
1000 S Main Crown Point IN 46307-4830,41.3994600319,-87.3643436037
601 Pettibone St Crown Point IN 46307-4421,41.4074197739,-87.359690515
475 Lake St Crown Point IN 46307-4299,41.4103309648,-87.3740676519
401 School Culver IN 46511-1399,41.2200307776,-86.4242870434
11319 Randolph St Crown Point IN 46307,41.410490643,-87.2389543207
401 W Joliet St Crown Point IN 46307,41.4181435373,-87.3698460885
720 W Summit St Crown Point IN 46307-2699,41.4276076716,-87.3750397066
701 School Culver IN 46511-1099,41.2229331327,-86.4242308799
3300 N Sr 3 Greensburg IN 47240-9799,39.3844014161,-85.4795345472
100 Warrior Way Danville IN 46122-1599,39.7576111412,-86.5423253049
1425 W Lincoln St Danville IN 46122-1322,39.7531226708,-86.5425805567
9302 S Cr 420 W Greensburg IN 47240-9805,39.2001928218,-85.5599010256
1375 W Lincoln St Danville IN 46122-1759,39.7531226708,-86.5411702615
3425 S Foltz St Indianapolis IN 46221-6837,39.7122007819,-86.2296743813
1 Cavalier Dr Culver IN 46511,41.217510343,-86.4215207099
5108 S High School Rd Indianapolis IN 46221-9316,39.6899600675,-86.2693759566
5251 Kentucky Ave Indianapolis IN 46221-9616,39.6890174359,-86.2768941226
5101 S High School Rd Indianapolis IN 46221-9315,39.6894309154,-86.2692943692
8885 S Sr 3 Greensburg IN 47240-9805,39.2063311741,-85.575206217
7529 Mooresville Rd West Newton IN 46183-0145,39.654564545,-86.2829100627
700 W State St Albany IN 47320-1399,40.2997381728,-85.2456410674
200 N E Union St Eaton IN 47338-0497,40.3431508069,-85.3483747058
3172 N Sr 3 Greensburg IN 47240-9797,39.3825307345,-85.4795147324
5650 Mann Rd Indianapolis IN 46221,39.6824178987,-86.2458776311
1401 E Royerton Rd Muncie IN 47303-9801,40.2624329345,-85.3711608906
5106 S High School Rd Indianapolis IN 46221,39.6903993863,-86.2693772274
2500 Indian Boundary Chesterton IN 46304-2642,41.617023219,-87.0188898985
5650 Mann Rd Indianapolis IN 46221,39.6824178987,-86.2458776311
2125 S 11th St Chesterton IN 46304-2297,41.5902780685,-87.0667496972
3400 E Sr 28 Muncie IN 47303-9801,None,None
9800 N Cr 200 E Muncie IN 47303-9801,40.278267448,-85.3492771009
1050 S 5th St Chesterton IN 46304-2243,41.5998397549,-87.0574072916
301 Armory Rd Delphi IN 46923-1999,40.5764125669,-86.6658602245
401 Armory Rd Delphi IN 46923-1999,40.5764230566,-86.667170284
651 W Morgan Ave Chesterton IN 46304,41.6093435169,-87.0606206682
800 S 5th St Chesterton IN 46304-2998,41.6034016035,-87.0574903773
300 W Vine St Delphi IN 46923-1999,40.5787133304,-86.6708370529
50-1 W 900 N Chesterton IN 46304-9456,41.5645688434,-87.0828332761
50 W 900 N Chesterton IN 46304-9456,41.5644954965,-87.0762202491
100 W Beam St Porter IN 46304-1766,41.6167291201,-87.0776371067
11750 E 300 S Zionsville IN 46077-9795,39.9987682276,-86.2473508654
811 N 400 E Valparaiso IN 46383-9749,41.5505147852,-86.9856321842
900 N Ford Rd Zionsville IN 46077-1199,39.9583372535,-86.2789941502
5565 S 700 E Whitestown IN 46075,39.9600746915,-86.3364967199
1000 Mulberry St Zionsville IN 46077-1198,39.9620737288,-86.273534581
350 N 6th St Zionsville IN 46077-1356,39.9544514574,-86.2670518665
4700 S 975 E Zionsville IN 46077-9599,39.9731335868,-86.2838847974
7312 W Stonegate Dr Zionsville IN 46077-9728,39.9549721873,-86.3295255586
5555 S Main St Whitestown IN 46075,39.9602931917,-86.3460185376
13608 Monroeville Rd Monroeville IN 46773-9557,40.9780333423,-84.9612298597
12225 Hardisty Rd Fort Wayne IN 46845,41.1967888695,-85.0470772464
12050 Houk Rd Monroeville IN 46773-9767,40.9750507416,-84.959616761
1065 Woodmere Dr New Haven IN 46774-2336,41.0627268503,-85.033784334
6501 Wayne Trace Ft Wayne IN 46816,41.0259029777,-85.0770885737
14811 Wayne St Leo IN 46765-9770,41.2223093962,-85.0124667224
17215 Woodburn Rd Woodburn IN 46797-9595,41.1235583865,-84.9175911117
6501 Wayne Trace Fort Wayne IN 46816,41.0259029777,-85.0770885737
14600 Amstutz Rd Leo IN 46765-9606,41.2200913856,-85.0189039652
1300 Green Rd New Haven IN 46774-1912,41.0645497446,-85.0110167985
4808 E Paulding Rd Fort Wayne IN 46816,41.0327236808,-85.0746094836
900 Prospect Ave New Haven IN 46774-1697,41.0680731535,-85.0172605621
4411 Magoun East Chicago IN 46312-2698,41.6335917241,-87.4821895325
17215 Woodburn Rd Woodburn IN 46797,41.1235583865,-84.9175911117
4001 Indianapolis Blvd East Chicago IN 46312-2598,41.6406937224,-87.480830004
2001 E 135th St East Chicago IN 46312-2099,41.6492234188,-87.44710116
455 E 148th St East Chicago IN 46312-3592,41.6268837232,-87.4664144148
2400 Cardinal Drive East Chicago IN 46312-3098,41.6343757261,-87.4419143669
3304 Parkside Ave Lake Station IN 46405-1143,41.5760978327,-87.2455057856
2700 Cardinal Dr East Chicago IN 46312-3198,41.6338884914,-87.4394832323
2900 Lake St Lake Station IN 46405-1927,41.5652105825,-87.2664772337
943 Franklin St Oakland City IN 47660-1699,38.3308136367,-87.3507839559
302 E Main Francisco IN 47649-9737,38.3318883347,-87.4425765584
4825 Magoun Ave East Chicago IN 46312-3497,41.6266997597,-87.4821694839
1100 W Columbus Dr East Chicago IN 46312-2582,41.6394783912,-87.4852199402
9724 E Main Mackey IN 47654-0048,38.2524373139,-87.3878144953
2100 Union St Lake Station IN 46405-1223,41.5808998321,-87.2317268462
945 S Franklin St-suite B Oakland City IN 47660-1699,38.3308026776,-87.3507836277
2460 Vermillion St Lake Station IN 46405-2608,41.5728599802,-87.229206962
945 S Franklin St - #a Oakland City IN 47660-1631,38.3308026776,-87.3507836277
1231 E Appleman Rd Kendallville IN 46755-9801,41.4668278812,-85.2455198523
200 W Washington St Avilla IN 46710-0009,41.364108229,-85.2407504875
1100 N Eastern School Rd E-5 Pekin IN 47165-9489,38.5031000131,-86.0114627289
1350 S Sherman St Kendallville IN 46755,41.4297522534,-85.254157622
1050 N Eastern School Rd E-3 Pekin IN 47165-9488,-36.875825006,174.804489907
302 E Harding St Kendallville IN 46755-1499,41.450023216,-85.2629515743
401 E Diamond St Kendallville IN 46755-1298,41.4402583745,-85.2596507827
560 S 900 E Marion IN 46953-9629,40.548199658,-85.5036168043
560 S 900 E Marion IN 46953-9629,40.548199658,-85.5036168043
400 W Jefferson St Rome City IN 46784-0218,41.49430767,-85.3812695644
1020 N Eastern School Rd Pekin IN 47165-9489,38.5121995235,-86.0031126982
10503 E Sr 54 Bloomfield IN 47424-9511,39.0435058159,-86.7471538167
901 Garden St Kendallville IN 46755-2257,41.4348889327,-85.259021688
6127 Sr 1 Saint Joe IN 46785-9618,41.3113911389,-84.906234151
694 S Second St Upland IN 46989,40.4678699079,-85.4966562369
504 S First St Van Buren IN 46991,40.6138559473,-85.5049147976
11064 E St Rd 54 Bloomfield IN 47424-9511,39.0309646261,-86.7364809531
10450 E 250 N Charlottesville IN 46117-9725,39.8228180915,-85.6083808034
603 E Green St Butler IN 46721-1135,41.4307079908,-84.8628401652
1025 S Broadway Butler IN 46721-1370,41.4188521824,-84.8709744252
10503 E St Rd 54 Bloomfield IN 47424,39.0435058159,-86.7471538167
421 S Harrison St Greentown IN 46936-1497,40.4736122608,-85.9704133648
10320 E 250 N Charlottesville IN 46117-9725,39.8228076009,-85.6108703832
10380 E 250 N Charlottesville IN 46117-9725,39.8228076009,-85.609870355
603 N Walnut St Union City IN 47390-1099,40.2039907899,-84.8144492584
905 N Plum St Union City IN 47390-1098,40.2072832205,-84.8141206551
308 S Harrison St Greentown IN 46936-1493,40.4753082437,-85.9704107792
306 S East St Waldron IN 46182-0038,39.4519301092,-85.6614347328
102 N East St Waldron IN 46182-0128,39.4534103366,-85.6622144747
1027 Mcpherson St Elkhart IN 46514-3571,41.6984252596,-85.963538742
307 W Main St -   910 Morristown IN 46161-0910,-36.401963004,174.66033198
810 E Main Cross St Edinburgh IN 46124-1536,39.3545650411,-85.9554939889
223 S Patterson St Morristown IN 46161-0960,39.6724257787,-85.701180598
705 Indiana Ave Bristol IN 46507-9458,41.7176227654,-85.8252703112
300 S Keeley St Edinburgh IN 46124-1384,39.3522013935,-85.9697391727
300 S Keeley St Edinburgh IN 46124-1384,39.3522013935,-85.9697391727
53403 Cr 1 N Elkhart IN 46514-9754,41.7186659178,-86.0394161528
1 Blazer Blvd Elkhart IN 46516-4565,41.6842232306,-85.9598999456
53215 Cr 15 N Elkhart IN 46514-8583,41.7212405824,-85.903277152
501 W Lusher Ave Elkhart IN 46517-1822,41.6667425558,-85.9737814527
2608 California Rd Elkhart IN 46514-1222,41.6953983682,-86.0141520445
26665 Cr 4 W Elkhart IN 46514-5859,41.7388179964,-85.9796301009
1735 Strong Ave Elkhart IN 46514-1912,41.6856929693,-86.0019605614
3420 E Bristol St Elkhart IN 46514-4468,41.7022179057,-85.9249607418
24975 Cr 6 E Elkhart IN 46514-9696,41.7243583844,-85.9453808921
201 W Wolf Ave Elkhart IN 46516-3426,41.6705829901,-85.9685913311
818 Mcdonald St Elkhart IN 46516-4131,41.6758884992,-85.9561772308
200 W Lusher Ave Elkhart IN 46517-2009,41.6667378937,-85.9687207049
300 Lawrence St Elkhart IN 46514-3229,41.700940488,-85.9736666353
2509 Wood St Elkhart IN 46516-5037,41.6910031404,-85.937970429
1100 E Hively Ave Elkhart IN 46517-2669,41.6594915776,-85.951976779
101 S Nappanee St Elkhart IN 46514-1955,41.6857209418,-86.003447782
1220 Cr 3 Elkhart IN 46514-8991,41.702512306,-86.0181794154
1207 N 19th St Elwood IN 46036-9408,40.290245244,-85.8368112795
6760 N Sr 42 Eminence IN 46125-0105,39.5222659956,-86.6415242021
1137 N 19th St Elwood IN 46036-9401,40.2891930381,-85.8367914881
1300 Washington Ave Evansville IN 47714-1996,37.9627882811,-87.5403508512
2013 S Green River Rd Evansville IN 47715-5831,37.949110743,-87.4929754022
5400 1st Ave Evansville IN 47710-4198,38.0289812723,-87.5738156552
6760 N Sr 42 Eminence IN 46125-0105,39.5222659956,-86.6415242021
7225 Big Cynthiana Rd Evansville IN 47720-9407,38.0451763635,-87.6382859878
2100 N Fulton Ave Evansville IN 47710-2899,37.9970211717,-87.5808554789
700 N Garvin St Evansville IN 47711-6192,37.9837705544,-87.5566705741
2021 S Alvord Blvd Evansville IN 47714-4397,37.9496503848,-87.5252059064
2603 W Maryland St Evansville IN 47712-5835,37.9858553115,-87.6046922525
917 S Dexter Ave Evansville IN 47714-2699,37.9638815518,-87.5136356526
901 Sweetser Ave Evansville IN 47713-2899,37.9519033619,-87.5497811845
2000 Lodge Ave Evansville IN 47714-4261,37.9493706569,-87.5388857756
350 Dreier Blvd Evansville IN 47712-5098,37.973050659,-87.6064855403
1535 S Joyce Ave Evansville IN 47714-5399,37.9561016139,-87.506665761
4400 Bellemeade Ave Evansville IN 47714-4092,37.9669876986,-87.4967738768
21 S Alvord Blvd Evansville IN 47714-1291,37.9754506392,-87.5249856202
2727 N Evans Ave Evansville IN 47711-5791,38.0054794502,-87.5516355487
14940 Old State Rd Evansville IN 47725-9803,38.1140967035,-87.535759814
2501 N Stockwell Rd Evansville IN 47715-1853,37.9998895504,-87.5015560614
635 Lincoln Ave Evansville IN 47713-2425,37.9700926808,-87.5558804225
6701 Darmstadt Rd Evansville IN 47710-4698,38.0403184183,-87.573777193
1500 Oak Hill Rd Evansville IN 47711-4860,37.9909172715,-87.5268190051
15331 Hwy 41 N Evansville IN 47725-3770,38.1165443802,-87.5535346912
5800 Hogue Rd Evansville IN 47712-3299,37.9821734376,-87.6468759711
8000 W Terrace Dr Evansville IN 47712-3099,37.9727734079,-87.6702309357
4720 Stringtown Rd Evansville IN 47711-2275,38.0219158062,-87.5623444724
7301 Lincoln Ave Evansville IN 47715-4359,37.9693933608,-87.4646307876
211 Fielding Rd Evansville IN 47715-3360,37.9735636404,-87.4851255321
111 N Tekoppel Ave Evansville IN 47712-5756,37.979139553,-87.6188460509
15325 Hwy 41 N Evansville IN 47725,38.1161596979,-87.5535458581
7700 Oak Hill Rd Evansville IN 47725,38.0481414804,-87.5096448651
1702 S Red Bank Rd Evansville IN 47712-4643,37.9586171472,-87.6283068613
1300 W Mill Rd Evansville IN 47710-3899,38.0220731534,-87.5824009764
3013 First Ave Evansville IN 47710,38.006339614,-87.5743063451
1801 Washington Ave Evansville IN 47714-2197,37.9627031971,-87.5329403881
68350 Cr 31 Goshen IN 46526,None,None
203 E Main St Millersburg IN 46543,41.5252782321,-85.6970301323
1901 Lynch Rd Evansville IN 47711,38.0135426125,-87.5318004956
18665 Cr 46 New Paris IN 46553-9707,41.500608545,-85.8211909432
67530 Us 33 Goshen IN 46526-6999,41.516845595,-85.7689144247
401 S Fountain St Connersville IN 47331-2698,39.6362907365,-85.124975692
9575 N Sr 9 Hope IN 47246-0093,39.2950917285,-85.7713924049
1900 Grand Ave Connersville IN 47331-2236,39.6557889504,-85.1348745702
2928 N Cr 225 W Connersville IN 47331-9802,None,None
2620 Iowa Ave Connersville IN 47331-2498,39.6674606046,-85.1373047083
9273 N Sr 9 Hope IN 47246-0024,39.2926764256,-85.771405321
2440 E Everton Rd Connersville IN 47331-9805,39.5626476536,-85.0937999963
1800 Eastern Ave Connersville IN 47331-2799,39.6534415652,-85.1282158765
8118 St Jo Ctr Rd Fort Wayne IN 46835-9507,41.1355953238,-85.0389555329
1100 Spartan Dr Connersville IN 47331-1099,39.6370832992,-85.1611317136
600 W 3rd St Connersville IN 47331-1295,39.640048417,-85.1496209031
1300 Orchard St Fort Wayne IN 46808-2790,41.0861599057,-85.1479938182
6700 Trier Rd Fort Wayne IN 46815-5499,41.1134135806,-85.0536695045
3000 New Haven Ave Fort Wayne IN 46803-2796,41.0686535894,-85.0992896604
7200 E State Blvd Fort Wayne IN 46815-6499,41.1061231671,-85.0506344545
1901 W State St Fort Wayne IN 46808-1997,41.09583267,-85.1691400963
2004 Alabama Ave Fort Wayne IN 46805-4490,41.094261531,-85.1208240608
3835 Wenonah Ln Fort Wayne IN 46809-1192,41.0500097926,-85.1748525747
828 Mildred Ave Fort Wayne IN 46808-2197,41.1021778358,-85.1535708964
4501 Vance Ave Fort Wayne IN 46815-6799,41.105217548,-85.0834127601
3710 Stafford Dr Fort Wayne IN 46805-3199,41.0991649307,-85.0927976371
5303 Wheelock Rd Fort Wayne IN 46835-9706,41.1310084774,-85.0236663359
355 S Cornell Cir Fort Wayne IN 46807-2819,41.043772719,-85.1412180516
2201 Ardmore Ave Fort Wayne IN 46802-5057,41.064230389,-85.1897945191
3501 S Anthony Blvd Fort Wayne IN 46806-4326,41.053182295,-85.1135744414
2201 Maplecrest Rd Fort Wayne IN 46815-7692,41.0984982453,-85.0600473049
2100 Lake Ave Fort Wayne IN 46805-5399,41.0896833145,-85.1112410433
1001 E Cook Rd Fort Wayne IN 46825-3699,41.1476278229,-85.1289408379
2929 Engle Rd Fort Wayne IN 46809-1199,41.0456634366,-85.1761799201
4901 Vance Ave Fort Wayne IN 46815-6899,41.1053679011,-85.0786911827
8100 Amherst Dr Fort Wayne IN 46819-2099,41.0104558437,-85.1642830945
7000 Red Haw Dr Fort Wayne IN 46825-4899,41.1431824776,-85.1176246713
2200 Maumee Ave Fort Wayne IN 46803-1499,41.0755733626,-85.109299264
2200 Maplewood Rd Fort Wayne IN 46819-1699,41.0131077483,-85.1655805563
4600 Fairlawn Pass Fort Wayne IN 46815-6098,41.1087735905,-85.0821901147
4325 Smith St Fort Wayne IN 46806-2498,41.0449734408,-85.1214942428
1525 Boone St Fort Wayne IN 46808-3790,41.0796026132,-85.1614196009
7001 Coldwater Rd Fort Wayne IN 46825-3696,41.1465788428,-85.1365168069
475 E State St Fort Wayne IN 46805-3399,41.0964480716,-85.1353407832
5301 Archwood Ln Fort Wayne IN 46825-5699,41.1266353953,-85.1310399644
4501 Thorngate Dr Fort Wayne IN 46835-3458,41.1256481879,-85.0848766702
1201 E Wash Ctr Rd Fort Wayne IN 46825-4598,41.1331076038,-85.1254512301
3521 Taylor St Fort Wayne IN 46802-4708,41.0674635795,-85.1857011649
950 E Fairfax Ave Fort Wayne IN 46806-3193,41.0366829991,-85.1236901084
810 Cottage Ave Fort Wayne IN 46807-1687,41.0578281118,-85.1483702852
9100 Winchester Rd Fort Wayne IN 46819-2499,41.0015561437,-85.1376520373
1000 E Cook Rd Fort Wayne IN 46825-3698,41.1475835331,-85.1285398941
5320 Rebecca Dr Fort Wayne IN 46835-1133,41.1539240359,-85.07270267
3601 S Calhoun St Fort Wayne IN 46807-2096,41.0533711113,-85.1374445718
1936 W Wallen Rd Fort Wayne IN 46818-1027,41.1612074563,-85.170170428
6341 St Joe Ctr Rd Fort Wayne IN 46835-3802,41.1350377279,-85.0605916097
1015 W Wash Blvd Fort Wayne IN 46802-5943,41.0751829094,-85.1521757529
902 Colerick St Fort Wayne IN 46806-3702,41.0576031644,-85.1241807983
7201 Elzey Fort Wayne IN 46809-2796,41.0165903631,-85.1739036325
329 N Maish Rd Frankfort IN 46041-2882,40.2816700689,-86.4870650201
420 E Paulding Rd Fort Wayne IN 46815-1198,41.0316232991,-85.1299874195
2414 Brooklyn Ave Fort Wayne IN 46802,41.062800279,-85.1653066561
2825 Fairfield Ave Fort Wayne IN 46807-1298,41.0595717506,-85.1449739199
625 Grizzly Cub Dr Franklin IN 46131-8936,39.4858497318,-86.0638922635
1399 Upper Shelbyville Rd Franklin IN 46131-9804,39.4905931933,-86.0356281688
1 S Maish Rd Frankfort IN 46041-2825,40.280841269,-86.4870640417
700 E Sr 44 Franklin IN 46131,39.4791173485,-86.0880492129
965 Grizzly Cub Dr Franklin IN 46131-1364,39.490023248,-86.0633702017
2600 Cumberland Dr Franklin IN 46131-1399,39.5077103073,-86.0840738102
1900 S Jackson St Frankfort IN 46041,40.2646114253,-86.510701423
101 W Sr 44 Franklin IN 46131,39.4705707646,-86.1040070324
1608 W Kyger St Frankfort IN 46041-1085,40.2900500336,-86.5288781839
3990 W Division Rd Bargersville IN 46106-9766,39.4764284619,-86.1763104196
9092 Wildcat Ln Brookville IN 47012-1034,39.4314413164,-84.9978418915
1400 Webb Ct Franklin IN 46131-1999,39.4861629998,-86.0341899001
13246 Sr 121 -   322 Laurel IN 47024-0322,39.5074758351,-85.2493959501
2725 Crestview Lanesville IN 47136-8601,38.2397901903,-85.9883226511
1 Wildcat Ln Brookville IN 47012-9414,39.4286718838,-84.9981364851
10160 Oxford Pike Brookville IN 47012-9810,39.4347734529,-84.9989418685
6215 S Franklin Rd Indianapolis IN 46259-9697,39.6776205623,-86.018584569
9010 E Southport Rd Indianapolis IN 46259,39.6669582595,-86.0083511826
6178 Johnson Fork Rd Cedar Grove IN 47016-9802,39.3910810901,-84.8734465221
2725 Crestview Lanesville IN 47136-8601,38.2397901903,-85.9883226511
5814 S Arlington Ave Indianapolis IN 46237-2703,39.6835204936,-86.063566012
8735 Indian Creek Rd Indianapolis IN 46259,39.6741834029,-86.0115505729
7620 Edgewood Ave Indianapolis IN 46239-1398,39.6813083106,-86.0322609416
6620 Shelbyville Rd Indianapolis IN 46237-9720,39.6674827828,-86.0520225759
7525 E Thompson Rd Indianapolis IN 46239,39.6956129064,-86.0339194956
701 W Toledo St Fremont IN 46737-0655,41.7305835006,-84.9401593413
7341 E Stop 11 Rd Indianapolis IN 46259-9712,39.6518925711,-86.0373601515
811 W Renee Dr Fremont IN 46737-0775,41.7295135403,-84.9447095844
801 E Houston St Garrett IN 46738-1662,41.3484131518,-85.1269407817
10440 Indian Crk Rd Indianapolis IN 46259,39.6748978756,-85.9807105501
501 W Toledo St Fremont IN 46737-0625,41.730662757,-84.938419199
109 N Sixth St Chalmers IN 47929,40.6643322722,-86.8629041894
801 E Houston St Garrett IN 46738-1662,41.3484131518,-85.1269407817
811 S Railroad Brookston IN 47923-0156,40.6002363903,-86.866475873
9th & Gerry St Gary IN 46406,41.5952329435,-87.4059195532
1234 Cleveland St Gary IN 46404-2489,41.5899805053,-87.3616768629
301 Parke St Gary IN 46403-3442,41.609357496,-87.2469694079
920 E 19th Ave Gary IN 46407-2381,41.5839581925,-87.3258308736
601 Jackson St Gary IN 46402-2209,41.6000721937,-87.3445394872
1110 W 21st Ave Gary IN 46407-2415,41.580547841,-87.350400324
801 E Houston St Garrett IN 46738-1662,41.3484131518,-85.1269407817
4621 Georgia St Gary IN 46409-2598,41.5339509684,-87.3264544338
5002 Madison St Gary IN 46408,41.5275858979,-87.3410418016
2065 Mississippi St Gary IN 46407-1665,41.5811159472,-87.3175833836
1800 East 35th Ave Gary IN 46409,41.5547487521,-87.3142373965
419 S 8th St Goshen IN 46526-3498,41.5810303723,-85.8281072208
210 N Grand Blvd Gary IN 46403-2608,41.610110438,-87.26121718
6401 Hemlock Ave Gary IN 46403-1170,41.6135126309,-87.2626915808
401 Lincolnway East Goshen IN 46526-4199,41.5810089576,-85.8222498616
65560 Sr 15 Goshen IN 46526-7199,41.5435712834,-85.8282540774
1320 E 19th Ave Gary IN 46407-3727,41.58391641,-87.3209716207
215 Dewey Ave Goshen IN 46526-2119,41.5847647423,-85.8490611852
1216 S Indiana Ave Goshen IN 46526-7299,41.5712515436,-85.8479842327
1202 S 7th St Goshen IN 46526-4373,41.571333131,-85.829454577
428 N 5th St Goshen IN 46528-2898,41.5923302216,-85.8331038631
412 S Greene Rd Goshen IN 46526-1598,41.5827122367,-85.8673542374
429 Division St Jeffersonville IN 47130-4397,38.2801118302,-85.7276685173
Monroe/park Sts Charlestown IN 47111-1699,38.4459891826,-85.6648772072
224 Poplar -   130 New Washington IN 47162-0130,38.5625546738,-85.539591188
2315 Allison Ln Jeffersonville IN 47130-5951,38.317717415,-85.7083971988
226 N Hwy 62 New Washington IN 47162-9121,38.5616916106,-85.5422022203
1730 Regent St Goshen IN 46526,41.5468791473,-85.8048847353
1907 Oak Ridge Dr Jeffersonville IN 47130-6025,38.3099795016,-85.7221359879
1600 Brigman Ave Jeffersonville IN 47130-4799,38.287375032,-85.7223766662
420 Ewing Ln Jeffersonville IN 47130-4898,38.2901235275,-85.7093813485
1250 Monroe St Charlestown IN 47111-1947,38.4571351812,-85.6657630331
17 Laurel Dr Jeffersonville IN 47130-5442,38.3106311602,-85.6921613341
201 E 15th St Jeffersonville IN 47130-2913,38.2860150521,-85.7477611884
603 Market St Charlestown IN 47111-1947,38.4459833639,-85.6649786525
210 Maplehurst Dr Jeffersonville IN 47130,38.3380767208,-85.6815039164
748 Spicewood Dr Clarksville IN 47129-1118,38.3261853775,-85.7736569815
2915 Charlestown Pk Jeffersonville IN 47130-9327,38.3324578996,-85.7248562761
2386 N 500 W Ireland IN 47545-0095,38.4130700791,-86.9983810553
3600 Portersville Rd Jasper IN 47546-2798,38.4249534832,-86.9462128484
2710 Hamburg Pike Jeffersonville IN 47130-9830,38.3065880934,-85.7447552423
8804 High Jackson Rd Charlestown IN 47111-1099,38.4347847972,-85.6721772417
328 W 10th St Jasper IN 47546-2735,38.3944483571,-86.9336602453
1600 St Charles St Jasper IN 47546-9211,38.4027306392,-86.9518658825
2220 Veterans Pky Jeffersonville IN 47130-7114,38.3284997234,-85.7360299496
630 Meigs Ave Jeffersonville IN 47130,38.2781161473,-85.7366533866
204 W Park Ave Greenfield IN 46140-1494,39.7921983549,-85.7726604499
910 E Washington St Greencastle IN 46135-1898,39.6439331411,-86.8434304524
400 Percy L Julian Dr Greencastle IN 46135-1753,39.6415109665,-86.8412743143
810 N Broadway Greenfield IN 46140-1496,39.792579484,-85.7794963056
8185 N Sr 9 Greenfield IN 46140-9805,39.9038005399,-85.7706848705
500 Linwood Dr Greencastle IN 46135-1139,39.6508836631,-86.8558778564
1331 N Blue Rd Greenfield IN 46140,39.8038816643,-85.7462949122
1000 E Central Ave Greensburg IN 47240-2298,39.3400283816,-85.4683908786
200 W Park Ave Greenfield IN 46140-1495,39.7921878652,-85.7731115121
1440 N Franklin Greenfield IN 46140,39.8054632939,-85.7850582321
899 Honey Creek Rd Greenwood IN 46143-9513,39.602499583,-86.135055188
505 E Central Ave Greensburg IN 47240-1897,39.3398931802,-85.4769505584
102 N Main St Maxwell IN 46154-9998,39.8592410202,-85.770015854
900 N Big Blue Ave Greensburg IN 47240,39.3450272722,-85.4699653766
615 W Smith Valley Rd Greenwood IN 46142-3096,39.6062020964,-86.1173347675
99 Crestview Dr Greenwood IN 46143-3423,39.6281840066,-86.0989342652
140 Polk St Greenfield IN 46140-1863,39.7872576576,-85.7880606475
50 E Broadway Greenwood IN 46143-3481,39.6156584587,-86.1056511037
523 S Madison Ave Greenwood IN 46142-3099,39.6080226938,-86.107738593
619 W Smith Valley Greenwood IN 46142-3048,39.6061931589,-86.1179801192
600 N Jay St Griffith IN 46319-2498,41.5318900622,-87.419192793
395 S Chestnut St Monrovia IN 46157-0468,39.574341021,-86.4798736867
215 S Chestnut St Monrovia IN 46157,39.5755132181,-86.479906708
205 S Chestnut St Monrovia IN 46157-0468,39.5753519714,-86.4799051468
1345 N Broad St Griffith IN 46319-1535,41.5461174952,-87.4275916111
600 N Raymond St Griffith IN 46319-2096,41.5327108401,-87.4349469745
601 N Lillian St Griffith IN 46319-2697,41.5322928388,-87.4421275565
903 S Wayne St Hamilton IN 46742-9801,41.5226371328,-84.9182403143
600 N Wiggs St Griffith IN 46319-2095,41.5323674241,-87.4373561881
903 S Wayne St Hamilton IN 46742-9801,41.5226371328,-84.9182403143
1000 116th St Whiting IN 46394-1195,41.6846706487,-87.5033874075
420 W North St -   609 Arcadia IN 46030-0609,40.1748058407,-86.0173736742
25802 Sr 19 Arcadia IN 46030-0379,40.1656913044,-86.013186982
1670 175th St Hammond IN 46324-3199,41.5775034668,-87.4871011124
3635 173rd St Hammond IN 46323-2899,41.5809539146,-87.44163639
25150 Sr 19 -   400 Arcadia IN 46030-0400,40.1748058407,-86.0173736742
4221 Towle Ave Hammond IN 46327-1375,41.6370773318,-87.5159559268
1921 Davis Ave Whiting IN 46394-1899,41.6788571531,-87.5073207813
